RPM,Vibration,Pressure,Humidity,Voltage,Current,Load,Operating_Hours,Machine_Mode,Maintenance_Level,Shift_Type,Temperature,Defective
2796,6.01,77.76,42.08,241.68,44.37,37.13,8265,Standard,Average,Night,74.35,1
2112,7.32,77.09,87.54,222.97,39.5,28.08,5377,Standard,Good,Night,68.73,1
2085,3.53,53.24,66.8,238.65,21.3,79.68,1880,Standard,Average,Morning,57.36,1
3183,2.14,51.55,45.7,215.42,38.04,74.13,2513,High-Speed,Good,Evening,65.81,1
4039,3.53,30.66,34.02,221.65,9.68,67.15,7850,Standard,Good,Evening,56.86,1
2939,5.82,56.68,31.69,215.79,40.52,44.85,2261,Standard,Good,Night,61.03,0
2504,0.17,29.95,44.68,242.45,28.95,91.81,8900,Standard,Average,Night,54.83,1
1162,4.76,96.66,82.89,218.91,18.15,97.26,408,Standard,Poor,Morning,69.33,1
3404,4.95,116.63,54.95,238.7,34.51,25.63,5539,Eco,Poor,Morning,70.92,1
2516,5.14,117.01,73.22,247.73,33.87,30.07,4407,Standard,Good,Night,67.66,1
4538,2.01,106.51,85.1,231.11,14.43,57.31,2464,Standard,Good,Evening,68.07,1
3269,5.74,80.08,54.48,231.6,6.37,18.21,284,Standard,Average,Morning,61.84,1
1356,0.82,90.09,41.48,228.44,24.51,49.28,5424,Standard,Poor,Evening,57.35,1
1625,1.67,48.52,61.03,223.04,30.63,62.36,5583,Standard,Good,Night,51.55,0
3608,7.03,83.08,84.49,229.03,44.45,56.99,345,High-Speed,Good,Morning,76.23,1
3519,5.94,65.56,78.26,234.11,46.77,39.78,8530,High-Speed,Average,Night,81.67,1
4308,0.21,68.2,33.95,249.44,28.8,58.82,8283,Standard,Average,Morning,61.13,1
4541,2.06,95.78,71.55,247.51,38.92,96.29,6024,Eco,Good,Night,70.02,1
2374,1.79,48.19,64.31,244.49,24.77,28.54,619,High-Speed,Good,Evening,57.26,0
4798,2.24,51.8,84.45,245.57,38.57,68.93,4007,Standard,Good,Morning,65.48,1
2929,2.06,112.46,37.35,228.71,14.22,13.91,376,Standard,Poor,Evening,65.44,1
3203,0.59,25.62,62.04,236.3,21.7,15.98,5201,Eco,Average,Night,45.76,1
4129,3.73,68.56,82.77,245.8,33.54,59.66,8897,Eco,Average,Night,67.44,1
1388,5.89,111.28,54.6,225.72,5.82,19.44,4673,Eco,Good,Morning,50.05,0
2812,4.89,81.04,58.92,248.47,37.51,12.01,4703,Eco,Good,Evening,53.65,1
2347,5.42,74.64,34.23,226.63,42.6,25.44,4153,High-Speed,Good,Evening,68.08,0
1094,0.74,44.97,46.69,234.04,22.96,60.84,6912,Standard,Average,Evening,45.88,0
2785,7.62,54.33,49.47,238.39,25.16,73.3,6173,Standard,Good,Night,65.92,1
3917,6.72,105.2,86.71,248.02,43.31,28.22,241,High-Speed,Average,Morning,82.13,1
2490,6.46,75.92,46.96,219.78,39.9,70.14,1817,High-Speed,Average,Morning,73.03,1
1936,6.6,71.47,57.65,239.85,17.97,26.42,7413,High-Speed,Average,Evening,71.76,1
2864,7.47,29.96,70.28,230.83,19.58,65.21,5814,High-Speed,Good,Morning,68.06,1
1807,4.4,21.6,39.73,220.74,35.55,47.08,499,Standard,Good,Night,52.2,0
3314,1.68,116.37,59.19,241.06,30.34,68.84,4863,High-Speed,Average,Evening,76.26,1
4326,4.97,57.7,74.31,232.09,12.3,99.55,9814,Standard,Poor,Evening,79.97,1
2047,5.97,80.32,82.01,236.44,18.95,94.4,9626,Eco,Good,Night,62.84,1
4702,5.93,27.97,67.58,222.92,45.5,10.39,6355,Standard,Average,Evening,63.37,1
2235,4.22,88.31,70.14,229.25,35.97,89.69,338,Standard,Good,Evening,58.8,0
1371,0.64,113.26,37.58,234.69,49.37,15.98,3315,High-Speed,Average,Morning,62.36,0
3182,3.03,77.57,86.75,226.2,39.52,95.77,7641,Standard,Poor,Morning,74.09,1
2045,7.37,32.61,37.95,217.93,47.39,35.36,3747,Standard,Average,Morning,60.16,1
2884,4.72,78.17,76.48,248.47,14.73,44.38,5508,Eco,Poor,Evening,67.45,1
1077,4.35,96.63,45.89,230.46,39.72,18.25,9908,Standard,Average,Evening,60.95,1
2687,2.22,60.64,86.02,239.36,5.91,20.1,6440,Eco,Poor,Morning,57.64,0
2065,3.01,107.98,73.2,226.44,35.18,75.41,2529,Standard,Average,Evening,60.81,1
1840,7.17,84.87,75.23,224.21,26.12,94.99,3752,High-Speed,Poor,Morning,85.47,1
1717,5.37,109.92,43.14,226.29,20.6,64.97,6407,Eco,Good,Night,58.16,0
1685,6.32,82.35,56.58,226.37,43.81,74.43,9564,Standard,Average,Morning,68.2,1
3552,3.69,33.13,67.07,231.77,43.44,78.58,5240,Eco,Average,Night,64.68,1
821,5.08,50.97,76.2,231.74,6.0,33.65,2978,Eco,Good,Evening,38.55,0
3991,2.06,40.18,36.24,229.89,32.43,14.07,1635,Standard,Average,Evening,56.64,1
3153,5.67,110.88,87.74,215.39,21.55,10.17,8827,Eco,Average,Morning,67.53,1
1486,3.48,96.04,83.41,229.84,23.7,41.56,6354,Standard,Good,Night,56.65,0
1084,3.6,87.64,46.22,216.76,42.44,31.73,1048,Eco,Good,Morning,46.95,0
4547,5.23,50.1,79.37,215.05,18.94,15.61,4041,Eco,Good,Evening,58.95,1
1562,7.5,38.4,61.1,247.31,47.44,26.16,9313,Standard,Average,Night,64.26,1
3228,0.61,95.65,57.71,234.2,13.08,21.2,6703,Standard,Good,Night,57.91,0
3307,6.62,67.42,48.87,236.38,34.82,92.34,8725,Eco,Average,Evening,72.38,1
828,2.41,42.58,64.86,226.07,35.24,22.62,1503,Standard,Average,Night,50.29,0
1706,3.61,81.66,73.79,246.36,16.35,58.39,7919,High-Speed,Good,Evening,66.22,1
3904,0.27,24.03,54.66,235.52,19.61,63.38,3611,Standard,Average,Morning,53.19,1
4799,2.48,52.62,67.75,240.77,42.57,58.91,3035,Eco,Good,Evening,59.35,0
3794,4.07,66.86,71.96,224.74,39.28,18.92,4978,Standard,Poor,Morning,70.03,1
3306,0.54,34.8,72.67,248.4,19.81,38.69,7606,Standard,Average,Morning,56.37,1
4409,3.98,118.47,33.12,242.82,29.03,14.61,7691,Eco,Good,Night,62.91,1
4353,7.42,40.91,81.58,244.16,7.78,45.61,5160,High-Speed,Average,Evening,81.94,1
2253,0.93,33.04,57.5,216.89,14.39,26.97,3433,High-Speed,Good,Morning,48.67,0
4156,6.14,40.35,45.74,220.84,26.86,60.55,1702,High-Speed,Good,Night,78.54,1
1315,3.34,96.91,44.51,221.43,8.87,72.35,8520,High-Speed,Good,Morning,61.34,0
838,5.28,62.55,58.98,220.84,42.95,57.89,2296,Standard,Average,Night,57.69,0
4142,2.16,76.54,83.21,244.22,37.31,49.08,210,Standard,Average,Night,67.78,1
1686,1.36,22.1,52.7,211.28,47.46,44.86,9536,Standard,Good,Night,49.82,0
3644,1.37,23.44,74.98,213.04,36.21,85.75,6123,High-Speed,Good,Night,66.68,1
3004,0.66,64.58,35.81,220.96,47.32,29.74,4259,Standard,Average,Morning,58.88,1
1898,1.57,101.67,58.56,217.99,29.95,76.08,3967,Standard,Good,Evening,55.85,1
2623,5.35,108.52,89.5,219.27,32.01,78.17,9669,Standard,Average,Morning,72.92,1
4001,7.07,28.67,76.23,241.92,48.96,47.73,7741,High-Speed,Good,Morning,72.07,1
3955,6.53,73.84,42.63,232.53,33.9,36.76,5104,Eco,Poor,Evening,70.17,1
3893,5.51,111.32,60.09,210.23,6.39,52.35,8304,Standard,Poor,Morning,75.92,1
4330,0.97,58.8,44.02,227.17,37.57,18.39,7177,High-Speed,Average,Night,70.02,1
4578,2.38,102.96,54.57,226.32,45.75,14.13,3361,Standard,Average,Night,69.05,1
3696,2.55,33.37,76.81,214.56,40.8,20.04,762,High-Speed,Good,Morning,61.4,1
4253,2.07,113.54,76.27,237.05,31.27,26.84,8985,Standard,Poor,Evening,78.33,1
4311,4.17,95.14,43.69,238.08,35.21,55.38,3490,Eco,Good,Evening,63.51,1
1788,4.33,114.13,85.33,238.84,49.56,86.42,9473,High-Speed,Average,Night,80.58,1
4916,2.92,87.66,65.55,239.14,9.08,31.21,3118,Standard,Average,Evening,70.87,1
4826,2.89,56.34,52.8,210.0,35.03,94.16,9796,Standard,Average,Morning,72.35,1
4979,6.65,113.82,60.12,248.16,17.75,95.94,2002,Standard,Average,Evening,86.72,1
2482,6.34,47.56,66.3,242.57,33.8,96.3,4271,Standard,Poor,Evening,70.16,1
4763,2.53,53.22,63.59,246.16,32.34,85.38,428,Standard,Poor,Night,73.05,1
1733,7.32,90.08,59.18,210.63,11.91,42.74,9731,Standard,Good,Morning,63.2,1
4398,7.63,96.53,60.3,247.35,14.3,16.54,6395,Standard,Poor,Morning,79.78,1
4033,2.68,112.94,40.58,242.39,32.97,61.19,3946,High-Speed,Average,Night,83.64,1
2780,2.9,40.48,78.76,243.49,10.77,60.28,324,Standard,Good,Night,52.41,0
2655,4.09,99.8,62.51,213.73,16.93,86.5,2620,Eco,Poor,Night,70.42,1
3856,7.53,93.85,37.86,239.55,42.59,99.64,8164,Standard,Average,Evening,83.44,1
1592,7.02,26.38,75.97,248.4,19.72,55.73,3814,Standard,Poor,Evening,60.16,1
1591,0.91,58.72,85.95,237.14,26.96,41.07,2507,High-Speed,Average,Evening,59.28,0
2609,3.2,48.28,86.84,232.82,47.35,26.73,6783,Eco,Average,Morning,49.58,0
3055,4.47,50.45,52.14,247.83,15.22,10.43,910,High-Speed,Poor,Evening,72.84,1
4410,4.07,118.29,38.13,227.72,22.53,55.82,6852,Standard,Good,Morning,67.54,1
2407,1.63,84.28,61.1,233.97,32.29,60.0,3217,Standard,Good,Morning,53.83,1
1784,6.88,91.77,36.76,229.05,38.99,84.24,4873,Eco,Poor,Night,71.17,1
4476,5.45,117.66,86.04,247.31,45.57,55.41,3390,Standard,Good,Morning,72.67,1
4180,6.72,57.72,41.01,213.04,46.2,92.48,2351,Eco,Average,Night,76.55,1
1319,6.88,100.18,45.17,230.04,39.95,66.53,4761,Standard,Poor,Morning,69.8,1
1390,6.01,63.45,54.4,237.48,15.27,85.63,4706,Standard,Poor,Morning,65.26,1
1850,3.57,106.95,52.99,241.68,6.12,23.35,9215,High-Speed,Average,Evening,67.87,1
4433,4.92,38.07,77.68,233.32,22.27,86.98,6521,Standard,Average,Night,72.34,1
1759,1.37,114.77,57.38,246.36,11.37,70.76,3152,Standard,Average,Evening,60.07,0
1492,5.42,41.88,40.25,247.68,36.97,25.32,8307,Standard,Good,Night,55.1,1
4699,1.52,52.62,46.03,212.57,34.75,27.08,4551,Standard,Good,Morning,57.16,1
3746,5.58,95.62,60.55,226.09,6.98,93.39,5025,High-Speed,Average,Night,84.2,1
1326,1.91,59.38,38.85,210.94,42.65,12.9,2746,Standard,Good,Morning,43.44,0
4024,1.03,80.82,66.7,223.18,16.19,51.63,9393,Standard,Good,Night,59.84,1
3053,1.41,64.46,63.94,231.47,24.45,38.21,9382,Eco,Poor,Evening,61.11,1
4144,0.12,94.24,72.88,246.43,35.06,69.86,3006,Standard,Average,Night,67.87,0
4765,5.78,42.83,86.26,243.86,24.32,85.57,1846,Standard,Average,Evening,73.15,1
2675,5.89,25.85,84.74,215.1,24.86,42.43,4409,Eco,Average,Morning,51.26,1
2563,4.17,49.99,86.76,213.72,7.95,48.42,548,High-Speed,Average,Night,67.86,1
1320,1.37,67.43,44.68,233.57,23.06,98.37,3112,Standard,Average,Morning,57.73,1
1816,0.76,36.8,37.89,231.28,39.42,80.55,1668,Standard,Average,Morning,51.72,0
916,0.25,55.48,48.14,220.66,46.18,90.75,3591,Eco,Average,Night,50.54,0
3233,1.41,60.0,83.71,245.98,23.61,49.49,7410,Standard,Average,Morning,60.01,1
1383,7.14,25.74,88.32,247.09,24.06,31.07,6983,High-Speed,Poor,Morning,63.91,1
1194,2.01,78.33,81.56,226.1,36.62,47.07,6084,High-Speed,Average,Evening,64.17,1
4588,2.9,108.43,36.6,245.61,47.42,74.45,9339,Standard,Average,Night,79.69,1
3568,0.93,35.17,86.85,225.36,17.02,19.85,7188,Eco,Average,Morning,51.33,0
4967,1.86,79.78,55.4,239.47,24.81,34.34,4868,Standard,Good,Evening,63.07,1
4660,4.2,86.47,30.56,229.04,40.82,14.2,1164,Standard,Average,Evening,67.88,1
1073,4.9,61.93,56.54,214.9,32.44,48.91,3921,Standard,Poor,Night,63.08,1
2813,2.04,90.11,32.76,247.12,9.98,84.47,8859,High-Speed,Average,Night,74.05,1
2189,0.56,61.07,62.63,228.16,33.25,12.22,1536,Standard,Good,Night,48.45,0
4366,3.19,70.46,50.31,239.38,13.4,70.78,6197,Eco,Good,Evening,59.3,1
965,1.95,20.74,58.41,224.69,27.96,93.92,2583,High-Speed,Average,Evening,55.6,0
2367,1.83,89.17,66.79,210.76,28.81,31.32,7819,Eco,Average,Morning,55.18,0
1528,7.68,86.13,82.13,214.02,44.43,72.43,4900,High-Speed,Average,Evening,77.19,1
2843,4.97,23.84,69.71,229.85,25.81,97.76,6482,Standard,Average,Night,65.95,1
4997,4.5,56.83,56.04,237.6,17.57,96.61,4929,High-Speed,Good,Evening,76.92,1
4296,3.38,117.9,79.17,223.39,15.39,31.14,6253,Eco,Average,Morning,67.56,1
1578,3.49,62.07,84.33,237.82,44.34,19.03,2894,Eco,Average,Evening,47.88,0
1013,4.37,70.19,37.19,237.95,12.7,23.35,7712,Standard,Average,Evening,54.46,1
4562,5.6,110.99,61.92,238.16,24.16,73.18,1197,Standard,Average,Evening,81.33,1
2376,5.65,91.73,47.07,229.7,13.42,75.32,1738,Standard,Good,Evening,62.64,1
3248,1.46,78.21,32.82,246.6,39.8,70.68,9950,High-Speed,Average,Evening,71.68,1
3736,4.05,99.78,70.11,229.57,26.35,40.25,9417,High-Speed,Good,Morning,73.21,1
3917,3.35,106.44,81.77,228.01,20.8,25.28,8555,Standard,Average,Night,73.35,1
1391,6.98,65.69,39.77,217.98,21.25,62.27,260,Eco,Poor,Evening,61.66,1
3520,5.09,67.51,78.74,222.31,43.35,53.53,9548,Standard,Average,Morning,73.46,1
1513,4.31,58.61,81.2,211.69,29.92,75.6,6006,Standard,Poor,Morning,60.67,1
1735,1.01,116.67,84.86,235.34,37.3,49.72,8602,Standard,Average,Night,64.63,1
801,4.88,89.72,45.92,219.94,45.37,40.48,8518,High-Speed,Average,Night,71.02,1
3648,1.03,28.32,84.24,222.17,45.58,36.41,8564,Eco,Good,Evening,48.45,0
4844,2.76,106.3,49.24,240.83,19.78,29.03,7181,Standard,Average,Morning,71.95,1
2749,1.23,68.06,63.14,223.09,47.86,33.92,4512,Eco,Poor,Morning,55.75,1
1717,5.57,26.88,33.03,219.69,6.12,18.53,3257,High-Speed,Average,Morning,56.94,1
3974,1.73,74.97,32.63,216.76,21.96,41.22,2438,Standard,Average,Evening,62.76,1
3041,3.2,61.72,73.22,240.99,45.31,13.29,5688,Standard,Good,Evening,57.31,0
889,7.18,107.77,56.67,215.19,17.36,26.78,1701,Eco,Average,Evening,57.71,1
2509,1.71,40.4,45.38,228.15,17.29,77.21,5988,Eco,Good,Evening,48.45,0
2969,4.11,102.65,41.42,230.28,18.62,39.29,3818,Eco,Average,Morning,59.77,1
3841,3.41,75.77,70.2,237.5,32.55,70.14,5646,Standard,Good,Morning,64.88,1
905,0.24,25.46,30.02,235.33,24.72,74.52,2025,Eco,Good,Morning,29.9,0
1686,6.36,117.18,78.35,242.43,37.7,62.31,8858,Standard,Good,Morning,70.99,1
1227,0.65,71.26,34.75,211.79,45.27,96.28,3015,High-Speed,Poor,Morning,65.54,1
2695,3.85,49.09,41.49,221.86,35.34,11.93,6998,Standard,Average,Evening,57.04,0
1116,4.53,66.94,53.17,221.21,14.2,76.48,8543,Standard,Average,Night,61.25,1
1434,5.06,105.79,59.09,215.84,46.97,96.29,5752,Eco,Poor,Night,68.66,1
2725,5.54,50.49,51.3,221.57,16.9,87.6,3601,Standard,Average,Night,65.24,1
2856,2.1,39.27,49.24,222.39,11.75,25.11,7374,Standard,Good,Evening,49.4,0
3944,0.18,32.91,87.83,230.88,9.05,39.41,1702,Eco,Average,Evening,50.12,1
3070,5.82,49.79,68.49,236.55,30.35,25.52,7459,Eco,Good,Morning,54.33,0
2239,4.33,98.0,31.41,225.24,10.12,64.12,613,High-Speed,Poor,Night,77.31,1
1352,6.71,67.16,55.81,238.78,11.24,74.1,8733,High-Speed,Good,Morning,66.28,1
1515,6.59,42.75,82.5,223.45,18.5,38.54,8292,Eco,Average,Morning,51.8,1
4711,6.76,36.62,48.09,221.61,17.67,58.56,6601,Standard,Average,Morning,70.6,1
2513,3.93,53.27,35.67,231.65,32.19,72.18,1002,High-Speed,Good,Night,65.92,1
4189,2.74,113.99,75.5,210.95,41.75,47.92,5819,Eco,Poor,Night,73.64,1
1907,6.35,54.3,66.36,213.19,39.26,86.86,9512,Standard,Good,Night,65.31,1
1050,3.67,118.81,64.22,226.72,16.81,79.44,8248,High-Speed,Average,Evening,72.56,1
3230,1.55,68.52,33.21,247.72,16.04,15.82,2421,High-Speed,Average,Evening,63.6,1
2854,6.85,37.92,38.43,238.86,48.46,65.9,955,Standard,Good,Night,63.33,1
1258,7.07,109.11,67.35,213.53,5.37,31.18,1117,Eco,Average,Evening,59.99,1
1007,3.78,66.04,42.47,243.85,44.59,60.18,5379,Eco,Good,Night,50.55,0
1699,0.7,90.97,60.24,239.29,13.99,96.12,7812,High-Speed,Average,Morning,70.62,1
4261,3.16,118.37,62.69,234.44,47.63,89.12,4780,High-Speed,Good,Morning,81.97,1
4185,6.45,25.02,47.01,242.81,20.4,46.41,7172,Standard,Average,Night,66.89,1
821,7.22,29.67,86.91,226.16,24.82,36.24,6724,High-Speed,Poor,Morning,65.69,1
1209,1.71,92.05,80.55,218.86,36.82,31.1,295,Standard,Average,Night,55.61,0
1694,0.63,48.18,73.34,230.48,31.45,57.93,4794,Standard,Poor,Evening,54.33,0
1314,7.03,38.43,34.68,231.95,19.31,20.28,9624,High-Speed,Average,Night,68.01,1
4909,3.18,23.94,36.37,231.53,29.92,59.43,4751,Standard,Poor,Morning,69.29,1
2934,4.38,22.18,59.57,232.6,37.88,10.12,7091,Standard,Poor,Evening,60.31,1
4395,7.75,97.45,39.64,247.95,6.91,39.15,9809,Eco,Average,Evening,76.28,1
3756,0.63,33.44,88.7,246.09,5.5,29.79,2797,Standard,Average,Evening,57.29,1
2360,5.22,66.77,39.51,245.03,25.61,97.41,1157,Standard,Average,Evening,62.09,1
2066,0.69,80.59,59.25,242.06,10.93,75.45,5307,Standard,Average,Night,56.38,1
2969,3.07,62.84,51.85,247.74,34.9,41.47,2892,High-Speed,Average,Evening,70.97,1
4438,6.45,22.71,68.36,213.94,14.63,18.36,520,Standard,Average,Morning,65.38,1
1549,3.52,98.35,37.74,220.6,24.48,56.51,2914,High-Speed,Good,Night,66.34,1
4227,7.98,21.05,55.82,229.8,13.9,29.21,2940,Eco,Average,Morning,61.55,1
2727,4.52,96.19,46.48,243.86,29.68,58.28,1131,Standard,Good,Morning,60.56,0
4604,2.64,109.33,83.27,230.21,10.22,85.18,7739,Eco,Average,Morning,71.61,1
4502,1.84,63.28,32.44,239.92,6.04,65.42,1591,High-Speed,Good,Night,69.31,1
3156,2.87,73.55,84.82,215.56,7.3,67.04,5075,Eco,Average,Morning,61.1,1
3135,3.04,67.7,79.98,220.1,47.94,58.69,5047,Standard,Poor,Morning,67.26,1
1106,0.64,58.92,47.85,239.27,11.4,93.45,609,High-Speed,Good,Night,55.46,0
4465,3.02,108.74,77.36,216.59,36.88,93.87,1959,Standard,Good,Night,75.76,1
2789,3.77,109.39,31.87,224.05,8.06,56.15,5161,High-Speed,Poor,Morning,77.88,1
1461,5.81,53.58,88.01,220.59,9.87,37.52,1958,High-Speed,Average,Night,68.9,1
1111,5.29,81.51,61.6,223.99,27.9,51.36,9205,Standard,Average,Night,65.46,1
3720,5.7,112.69,48.2,238.33,25.92,26.79,5707,Eco,Average,Morning,66.67,1
1882,0.17,116.21,51.75,224.71,47.82,67.27,2165,Standard,Good,Night,55.19,1
3771,1.82,70.9,33.98,232.21,47.52,55.01,3066,Standard,Poor,Evening,66.56,1
1554,5.33,65.28,89.36,214.0,40.08,19.3,6873,High-Speed,Average,Evening,66.17,1
4930,3.92,47.87,32.36,242.2,32.09,27.79,7992,High-Speed,Poor,Evening,76.33,1
1152,0.14,115.89,69.29,224.8,25.47,53.17,9888,Eco,Average,Evening,54.78,1
1702,6.46,34.28,56.56,235.94,21.03,89.88,4542,Standard,Poor,Morning,61.29,1
4688,6.21,77.98,86.93,239.02,47.62,60.98,9347,Standard,Good,Night,81.16,1
958,4.43,48.26,44.76,218.39,32.13,71.34,9315,Eco,Average,Morning,50.31,1
2777,0.63,47.9,61.93,245.39,31.06,40.51,3304,Standard,Good,Evening,48.39,0
1756,6.16,60.5,58.94,234.65,15.44,61.43,675,Standard,Poor,Morning,61.15,1
2871,4.71,119.88,72.17,227.15,7.1,50.26,298,Standard,Average,Night,71.82,1
1203,6.28,25.5,34.08,217.29,47.53,69.32,7523,Standard,Average,Morning,57.33,1
3579,6.04,77.85,41.63,247.69,19.12,14.55,1465,Standard,Average,Evening,66.65,1
2187,6.44,28.26,42.87,240.2,24.92,54.4,7934,Eco,Good,Evening,49.67,0
4253,4.19,35.45,74.29,218.32,10.16,36.64,2098,High-Speed,Average,Night,74.17,1
1755,1.21,63.96,41.35,223.51,42.66,39.36,5450,Standard,Average,Evening,51.81,1
2512,5.4,71.05,64.41,242.39,6.24,96.48,6544,High-Speed,Poor,Night,82.44,1
2073,5.0,45.88,42.91,237.83,42.53,26.44,1116,Standard,Poor,Morning,61.01,1
4611,5.96,51.65,81.7,240.63,11.31,38.01,3718,High-Speed,Good,Morning,75.56,1
3425,1.44,28.7,86.53,227.65,44.9,55.89,125,High-Speed,Average,Evening,67.15,0
3182,1.64,50.32,61.11,238.66,37.84,87.67,9850,Standard,Good,Night,60.97,1
2241,7.13,116.66,51.14,225.46,12.41,47.5,3824,Standard,Average,Morning,70.01,1
3779,6.02,114.47,44.04,218.45,30.46,76.95,3558,High-Speed,Poor,Morning,89.69,1
2597,7.28,53.49,32.99,235.31,19.07,87.07,6693,Standard,Poor,Morning,73.55,1
4809,6.09,77.09,46.11,249.04,13.02,37.9,8762,High-Speed,Good,Evening,76.79,1
2194,4.82,110.96,69.25,222.42,43.66,45.35,7380,High-Speed,Good,Morning,73.11,1
2069,5.27,20.62,62.02,228.44,23.16,42.09,8169,Standard,Average,Night,57.43,1
4514,7.12,101.07,86.64,236.96,22.93,84.96,4846,Eco,Poor,Morning,82.14,1
1329,4.67,114.84,53.78,231.66,12.64,13.99,7689,Standard,Poor,Morning,65.38,1
4423,5.1,29.13,71.63,243.74,22.24,37.76,9177,High-Speed,Average,Morning,73.28,1
3758,1.34,36.14,59.36,240.47,44.22,71.15,7078,Standard,Poor,Evening,62.95,1
3714,3.84,116.07,60.75,212.33,21.34,60.89,9167,Eco,Average,Evening,68.89,1
4391,5.76,73.75,46.07,249.94,47.82,49.27,9233,Standard,Average,Morning,69.49,1
2947,2.24,21.42,57.3,240.1,47.58,58.6,3141,Standard,Poor,Night,62.24,1
4169,1.7,45.76,58.25,244.56,11.52,27.78,7865,Standard,Poor,Morning,60.75,1
1739,2.58,64.99,72.4,236.05,12.98,48.76,5504,Standard,Good,Evening,57.13,0
1325,2.01,89.29,86.44,244.25,43.82,55.15,671,Standard,Average,Evening,59.59,0
801,1.8,93.32,49.76,214.5,22.67,91.11,8896,Eco,Good,Morning,47.6,0
1174,3.46,119.54,32.53,223.91,5.2,33.48,5080,High-Speed,Average,Night,71.42,1
3140,7.27,48.75,59.78,245.06,17.32,88.1,8673,Standard,Average,Night,75.39,1
4805,4.11,73.82,62.67,218.07,31.89,67.98,1336,High-Speed,Average,Morning,77.78,1
3852,1.58,73.33,40.11,213.13,40.97,11.83,2480,High-Speed,Average,Evening,67.15,1
3165,0.71,60.56,75.63,241.52,11.0,75.22,7277,Standard,Poor,Morning,65.39,1
2325,5.6,36.92,89.1,243.42,9.97,13.2,1617,Standard,Poor,Evening,58.7,1
2446,3.12,117.75,86.75,216.51,46.49,99.76,1633,Standard,Good,Morning,66.18,1
813,6.59,105.33,41.83,244.17,38.8,88.54,5987,Standard,Average,Night,71.57,1
3078,5.31,69.83,82.52,237.47,31.54,36.76,7959,Standard,Good,Morning,61.42,1
3955,6.39,80.32,72.27,230.8,39.61,33.17,3589,High-Speed,Average,Morning,80.54,1
929,2.25,42.73,57.23,243.21,24.3,44.33,4742,Standard,Average,Morning,49.7,0
4614,5.57,74.38,62.44,226.77,39.13,42.06,9162,High-Speed,Average,Morning,84.31,1
4016,2.19,89.5,80.98,217.76,21.73,43.51,2250,Eco,Good,Evening,57.53,1
3738,7.52,71.52,58.81,221.39,15.98,38.64,5419,Eco,Average,Morning,66.48,1
4728,5.13,119.03,52.39,230.21,37.81,65.9,3866,High-Speed,Good,Night,86.88,1
2840,2.66,81.13,59.59,231.25,23.89,24.78,5060,Standard,Poor,Morning,59.56,1
827,2.23,57.1,64.75,242.22,49.16,86.14,6161,Standard,Good,Evening,53.76,0
2913,1.61,97.22,41.34,241.65,20.73,83.12,5957,Standard,Average,Evening,64.87,1
2052,5.59,37.05,84.05,233.25,46.48,52.88,4587,Eco,Poor,Night,61.16,1
2846,1.83,58.45,70.45,241.23,46.98,86.75,7850,Standard,Average,Night,67.12,1
4823,4.8,54.7,68.0,217.67,15.88,32.24,9904,Eco,Average,Night,69.18,1
4174,2.19,63.18,35.97,212.0,40.92,11.58,1177,Standard,Poor,Night,65.08,1
4266,5.33,98.18,66.25,244.95,24.49,65.73,1400,Standard,Average,Morning,74.71,1
3881,6.54,68.42,37.26,213.02,46.29,51.21,6749,High-Speed,Average,Night,83.6,1
4578,6.25,99.4,34.72,219.87,25.26,61.04,7281,Standard,Average,Night,81.06,1
1429,6.11,77.65,61.64,237.81,38.49,90.94,8238,Eco,Average,Morning,65.19,1
1069,1.58,54.21,54.17,226.38,26.01,97.29,2629,Standard,Poor,Evening,57.34,1
3439,0.8,101.0,65.33,245.05,15.25,67.1,3360,Eco,Poor,Morning,62.31,1
2793,5.62,43.83,35.35,221.92,13.97,78.77,463,Eco,Good,Evening,51.53,0
3691,3.01,42.44,55.86,210.47,24.14,17.54,945,Eco,Good,Evening,46.44,1
4232,3.52,70.45,40.49,222.03,39.0,24.46,3132,Standard,Average,Evening,66.95,1
2080,0.35,46.08,89.23,233.12,32.23,75.99,1427,Eco,Good,Evening,42.66,0
3160,2.15,20.91,63.67,225.04,35.99,48.82,8683,Standard,Average,Night,59.22,1
1375,0.37,84.83,71.25,231.39,17.7,50.14,3355,High-Speed,Poor,Evening,64.96,1
2107,7.05,71.11,49.53,245.06,26.66,37.77,5236,Standard,Poor,Night,71.46,1
3992,2.02,64.55,35.68,246.5,7.0,64.66,7208,Eco,Good,Morning,53.45,1
3978,4.5,116.7,88.55,220.64,41.79,26.66,3337,Eco,Average,Evening,69.58,1
3534,0.41,77.12,47.18,228.49,49.55,66.42,9597,Standard,Good,Evening,60.96,0
3012,5.37,106.34,55.43,231.97,23.31,25.64,5768,High-Speed,Good,Morning,76.6,1
3152,2.65,33.95,68.99,247.96,5.49,15.74,6412,Eco,Average,Morning,51.49,0
4368,7.19,76.92,31.48,249.94,12.64,39.73,9056,High-Speed,Poor,Evening,86.52,1
2455,7.12,106.8,78.62,219.42,34.36,30.8,5565,Standard,Poor,Evening,78.44,1
2379,2.67,78.31,62.19,239.08,32.54,90.01,598,Standard,Poor,Evening,64.81,1
3003,7.22,91.8,46.69,225.12,40.45,14.95,6162,High-Speed,Poor,Morning,80.76,1
